BMI1,g0,6
WNT3A,g1,6
MYB,g2,6
CDC25A,g3,6
CCND2,g4,6
BCL2,g5,6
CCND1,g6,6
CCNE1,g7,6
DMTF1,g8,6
BRCA1,g9,6
AKT3,g10,6
CADM1,g11,6
UCP2,g12,6
VEGFA,g13,6
TSPYL2,g14,6
CHUK,g15,6
TP53,g16,6
FGF7,g17,6
CLCN3,g18,6
CRKL,g19,6
MN1,g20,6
HMGA1,g21,6
HMGA2,g22,6
IFNG,g23,6
PURA,g24,6
RECK,g25,6
FOXO1,g26,6
REPIN1,g27,6
KLF4,g28,6
YAP1,g29,6
CARM1,g30,6
SOX5,g31,6
HSPA1B,g32,6
WEE1,g33,6
CHEK1,g34,6
PHLPP1,g35,6
RET,g36,6
CXCL10,g37,6
CDKN2B,g38,6
BDNF,g39,6
IL10RA,g40,6
TNFAIP1,g41,6
ACVR2A,g42,6
CDK6,g43,6
CCND3,g44,6
PTGS2,g45,6
FGF2,g46,6
ARL2,g47,6
ARHGDIA,g48,6
TPPP3,g49,6
CAPRIN1,g50,6
PPM1D,g51,6
ZYX,g52,6
NCOR2,g53,6
AXIN2,g54,6
KDR,g55,6
FGFR1,g56,6
PIM1,g57,6
UNG,g58,6
RPS6KB1,g59,6
MTOR,g60,6
PRDM4,g61,6
MAP7,g62,6
APP,g63,6
CDS2,g64,6
SOX6,g65,6
IGF1R,g66,6
RAF1,g67,6
KRAS,g68,6
SLC6A4,g69,6
BIRC5,g70,6
RICTOR,g71,6
HDGF,g72,6
WNT4,g73,6
BACE1,g74,6
NCSTN,g75,6
OPRM1,g76,6
IL12B,g77,6
ADORA2A,g78,6
SOCS3,g79,6
HGF,g80,6
METTL13,g81,6
UCA1,g82,6
GLS2,g83,6
CLDN2,g84,6
COX2,g85,6
ERBB3,g86,6
BNIP3,g87,6
KLF5,g88,6
SOX2,g89,6
MUC1,g90,6
MYO6,g91,6
CDKN1A,g92,6
STAT1,g93,6
YES1,g94,6
CBFB,g95,6
PPP3CA,g96,6
CLINT1,g97,6
IRS1,g98,6
PARP8,g99,6
EGFR,g100,6
FSCN1,g101,6
MYC,g102,6
FLI1,g103,6
DFFA,g104,6
IFNB1,g105,6
TIRAP,g106,6
POU5F1,g107,6
ROBO2,g108,6
SRGAP1,g109,6
EIF4E,g110,6
CDK4,g111,6
SERPINE1,g112,6
IRS2,g113,6
ITGB8,g114,6
SWAP70,g115,6
ESR1,g116,6
NUDT1,g117,6
NEDD9,g118,6
PAK4,g119,6
DDX17,g120,6
ERG,g121,6
NRAS,g122,6
ILK,g123,6
CTGF,g124,6
SOCS7,g125,6
MDM2,g126,6
ADAM17,g127,6
CDH2,g128,6
HDAC2,g129,6
RTKN,g130,6
F11R,g131,6
ARL6IP5,g132,6
AKR1B10,g133,6
C11orf65,g134,6
HLTF,g135,6
GMFB,g136,6
SERINC5,g137,6
MEST,g138,6
ALPPL2,g139,6
NDRG2,g140,6
DTD1,g141,6
TPM3,g142,6
MAP2K6,g143,6
CEP19,g144,6
TPRG1,g145,6
GOLM1,g146,6
CCDC43,g147,6
MMP1,g148,6
PTP4A2,g149,6
TMEM9B,g150,6
MMP12,g151,6
MTMR14,g152,6
ALDH3A1,g153,6
NDUFA4,g154,6
FAM3C,g155,6
LYPLA2,g156,6
FAM45A,g157,6
PIGF,g158,6
AP1G1,g159,6
JADE1,g160,6
NIPSNAP1,g161,6
KREMEN1,g162,6
MMP14,g163,6
ABRACL,g164,6
MIXL1,g165,6
TSPAN6,g166,6
PODXL,g167,6
APH1A,g168,6
ABHD17C,g169,6
NANOG,g170,6
MYO5A,g171,6
EPAS1,g172,6
ETS1,g173,6
RREB1,g174,6
COL5A1,g175,6
CD44,g176,6
BRAF,g177,6
SOX9,g178,6
SMAD3,g179,6
TGFBR2,g180,6
CTNND1,g181,6
SP1,g182,6
TNFSF13,g183,6
DDX6,g184,6
ARF6,g185,6
ADD3,g186,6
DDC,g187,6
ANGPT2,g188,6
ROCK1,g189,6
E2F3,g190,6
CD28,g191,6
NFATC1,g192,6
SP7,g193,6
HDAC11,g194,6
CFTR,g195,6
ABCC1,g196,6
SPTBN1,g197,6
SENP1,g198,6
NAIP,g199,6
SET,g200,6
RPA1,g201,6
MCM2,g202,6
SPTLC1,g203,6
MYOCD,g204,6
MTDH,g205,6
TUG1,g206,6
CAMK1D,g207,6
FXN,g208,6
CRNDE,g209,6
PXN,g210,6
MSH3,g211,6
CD40,g212,6
TGFB2,g213,6
SMAD2,g214,6
VPS51,g215,6
RAB12,g216,6
FBXO8,g217,6
EGF,g218,6
FBXW7,g219,6
HDAC9,g220,6
PTEN,g221,6
TAB1,g222,6
COL3A1,g223,6
SPARC,g224,6
DKK1,g225,6
GSK3B,g226,6
ST2,g227,6
DNMT3A,g228,6
DNMT3B,g229,6
CPEB4,g230,6
HOXD10,g231,6
PPARA,g232,6
NF1,g233,6
PIEZO1,g234,6
BCL2L11,g235,6
TFAP2C,g236,6
CDKN2A,g237,6
TRA2B,g238,6
SRSF1,g239,6
NOTCH1,g240,6
PAX6,g241,6
MAPRE1,g242,6
SDC1,g243,6
TPM1,g244,6
PDCD4,g245,6
TIAM1,g246,6
HTATIP2,g247,6
DDX58,g248,6
HOXB3,g249,6
GP1BA,g250,6
MBNL1,g251,6
SART3,g252,6
MBNL2,g253,6
RSRC1,g254,6
MBNL3,g255,6
KL,g256,6
CSMD1,g257,6
ZEB1,g258,6
PIK3CA,g259,6
CREB1,g260,6
AKT1,g261,6
S1PR1,g262,6
TACSTD2,g263,6
SGPL1,g264,6
BIK,g265,6
MTFP1,g266,6
BGLAP,g267,6
FRZB,g268,6
MAP2K7,g269,6
ITGA9,g270,6
HOXA1,g271,6
USF2,g272,6
MAP3K7,g273,6
BTRC,g274,6
EPHA4,g275,6
CHL1,g276,6
ACTG1,g277,6
PIK3CG,g278,6
NOD2,g279,6
MAPK8IP1,g280,6
BCL6,g281,6
SLC45A3,g282,6
SPRED1,g283,6
PTPN7,g284,6
ADAM9,g285,6
MMP7,g286,6
CXCL12,g287,6
HOTAIR,g288,6
CRK,g289,6
CYLD,g290,6
ZNFX1,g291,6
CCL1,g292,6
GPR137B,g293,6
NABP1,g294,6
NPAT,g295,6
JAK1,g296,6
PTPRO,g297,6
PKD2,g298,6
E2F1,g299,6
MAP3K12,g300,6
MEF2D,g301,6
RUNX1,g302,6
MAPK9,g303,6
DNAJC27,g304,6
FBXO31,g305,6
HIF1A,g306,6
TNFSF12,g307,6
BMPR2,g308,6
NCOA3,g309,6
SMAD4,g310,6
RB1,g311,6
RBL1,g312,6
RBL2,g313,6
RND3,g314,6
SMURF1,g315,6
TCF3,g316,6
TCEAL1,g317,6
HSPB2,g318,6
MMP2,g319,6
HBP1,g320,6
SIRPA,g321,6
UBE2C,g322,6
TRIM8,g323,6
DAPK3,g324,6
TP53INP1,g325,6
BMP2,g326,6
SOCS6,g327,6
KAT2B,g328,6
TIMP3,g329,6
ZBTB4,g330,6
PDLIM7,g331,6
STAT3,g332,6
NPAS3,g333,6
ZFYVE9,g334,6
LDLR,g335,6
CLU,g336,6
ADAR,g337,6
ETV1,g338,6
TBC1D2,g339,6
DNMT1,g340,6
PKNOX1,g341,6
TLR7,g342,6
CLOCK,g343,6
ABCA1,g344,6
VLDLR,g345,6
MFN2,g346,6
EGR2,g347,6
IGFBP3,g348,6
TNF,g349,6
RAD21,g350,6
PPP2R2A,g351,6
TP53COR1,g352,6
BRCA2,g353,6
CYP7B1,g354,6
CDC34,g355,6
RDH10,g356,6
IGF2BP1,g357,6
ANAPC1,g358,6
MTPN,g359,6
LIN28B,g360,6
CCNA2,g361,6
LIN28A,g362,6
NR2E1,g363,6
IGF2BP2,g364,6
PRDM1,g365,6
HRAS,g366,6
CYP2J2,g367,6
AGO1,g368,6
CPEB1,g369,6
CPEB3,g370,6
TGFBR1,g371,6
CTHRC1,g372,6
AKT2,g373,6
TLR4,g374,6
TNFRSF10B,g375,6
LGR4,g376,6
EZH2,g377,6
E2F2,g378,6
TRIM71,g379,6
BCL2L1,g380,6
COPS8,g381,6
GPS1,g382,6
COPS6,g383,6
ITGB3,g384,6
MAP4K3,g385,6
IL10,g386,6
CEBPB,g387,6
IL6,g388,6
PBX2,g389,6
TRIB2,g390,6
NUMB,g391,6
HSPA4,g392,6
CASP3,g393,6
DICER1,g394,6
SLC11A2,g395,6
IL13,g396,6
CRYGEP,g397,6
SMC1A,g398,6
WNT1,g399,6
MYCN,g400,6
MMP9,g401,6
IGF1,g402,6
AURKB,g403,6
ARID3A,g404,6
FASLG,g405,6
PLK1,g406,6
TNFAIP3,g407,6
COL1A2,g408,6
GAB2,g409,6
FN1,g410,6
THBS1,g411,6
SOCS1,g412,6
BMP4,g413,6
NEUROG1,g414,6
ASCL1,g415,6
IL2,g416,6
MGMT,g417,6
RAP1B,g418,6
MEG3,g419,6
MALT1,g420,6
MEIS1,g421,6
TAB2,g422,6
MECP2,g423,6
MSH6,g424,6
MSH2,g425,6
MLH1,g426,6
INPP5D,g427,6
DET1,g428,6
SMAD5,g429,6
HIVEP2,g430,6
ZNF652,g431,6
ZIC3,g432,6
BACH1,g433,6
JARID2,g434,6
APC,g435,6
TRIP13,g436,6
TRIM32,g437,6
SMAD1,g438,6
SDCBP,g439,6
PKN2,g440,6
PICALM,g441,6
PHC2,g442,6
PDLIM5,g443,6
NARS,g444,6
MYO10,g445,6
DHX40,g446,6
CLDN1,g447,6
BRPF3,g448,6
ARID2,g449,6
TM6SF1,g450,6
MATR3,g451,6
LDOC1,g452,6
RHOA,g453,6
AGTR1,g454,6
IKBKE,g455,6
SPI1,g456,6
EDN1,g457,6
FOXO3,g458,6
MAFB,g459,6
TSHZ3,g460,6
RUNX2,g461,6
IFNGR1,g462,6
KBTBD2,g463,6
TLE4,g464,6
CYR61,g465,6
SKI,g466,6
RNF123,g467,6
CSF1R,g468,6
CKAP5,g469,6
JUN,g470,6
PKIA,g471,6
CSNK1A1,g472,6
GCSAM,g473,6
KDM3A,g474,6
UQCRFS1,g475,6
IL13RA1,g476,6
FADD,g477,6
MITF,g478,6
MAP3K10,g479,6
NOS3,g480,6
ANAPC16,g481,6
MYLK,g482,6
MYD88,g483,6
PSIP1,g484,6
EXOSC2,g485,6
LNX2,g486,6
MEF2A,g487,6
CLUAP1,g488,6
CARD11,g489,6
PCDH9,g490,6
CARHSP1,g491,6
C16orf62,g492,6
GPM6B,g493,6
LRIF1,g494,6
TAF5L,g495,6
MORC3,g496,6
NKX3-1,g497,6
TSPAN14,g498,6
INTS6,g499,6
PRKAR1A,g500,6
FAM199X,g501,6
SAP30L,g502,6
MRPS27,g503,6
OLR1,g504,6
CD68,g505,6
CEP41,g506,6
CIAPIN1,g507,6
TRAK1,g508,6
CYP2U1,g509,6
IL17RB,g510,6
TBC1D14,g511,6
ZNF254,g512,6
RAPGEF2,g513,6
WBP1L,g514,6
MRPL18,g515,6
MAP3K14,g516,6
ARMC2,g517,6
LCORL,g518,6
APAF1,g519,6
MPP5,g520,6
RAB11FIP2,g521,6
ARL15,g522,6
LRRC59,g523,6
ANXA2,g524,6
FAM91A1,g525,6
CEP83,g526,6
MARF1,g527,6
DCUN1D2,g528,6
KLHL5,g529,6
AGO4,g530,6
WWC1,g531,6
PALD1,g532,6
CXCL8,g533,6
PHF14,g534,6
INPP5F,g535,6
FAM177A1,g536,6
SECISBP2,g537,6
PAK2,g538,6
ZNF28,g539,6
MCM8,g540,6
SMARCA4,g541,6
UBQLN1,g542,6
NFKB1,g543,6
ZNF611,g544,6
VPS18,g545,6
NSD3,g546,6
MASTL,g547,6
MYBL1,g548,6
GATM,g549,6
FAM135A,g550,6
C3orf18,g551,6
SHANK2,g552,6
SH3PXD2A,g553,6
PIK3R1,g554,6
VHL,g555,6
MMP16,g556,6
FOS,g557,6
MAPK14,g558,6
SEL1L,g559,6
DOCK1,g560,6
RAD51,g561,6
THRB,g562,6
TERF1,g563,6
MXI1,g564,6
MAPK13,g565,6
RPTOR,g566,6
TFAM,g567,6
TBRG1,g568,6
HOMEZ,g569,6
NR1H3,g570,6
SAMHD1,g571,6
EIF4A1,g572,6
FUT2,g573,6
HNF1A,g574,6
AGO2,g575,6
TRIM29,g576,6
INSR,g577,6
TGFB1,g578,6
TBR1,g579,6
BAX,g580,6
RAB1A,g581,6
TRIM14,g582,6
MTSS1,g583,6
PEBP4,g584,6
OIP5,g585,6
TWIST1,g586,6
VSIR,g587,6
IL17A,g588,6
RARB,g589,6
NTRK3,g590,6
CD34,g591,6
ERBB2,g592,6
KLF13,g593,6
BAK1,g594,6
ARID3B,g595,6
ELAVL1,g596,6
MMP11,g597,6
HK2,g598,6
EIF4EBP1,g599,6
LIFR,g600,6
BCL2L12,g601,6
LFNG,g602,6
ESRRA,g603,6
TRAF6,g604,6
SIRT7,g605,6
CLEC5A,g606,6
GALNT14,g607,6
MCL1,g608,6
NAIF1,g609,6
CASP2,g610,6
DLL4,g611,6
ABL2,g612,6
TAZ,g613,6
HAX1,g614,6
ZBTB7A,g615,6
HDAC4,g616,6
HDAC5,g617,6
JAK2,g618,6
RAVER2,g619,6
BLVRB,g620,6
SPP1,g621,6
TGIF1,g622,6
ROCK2,g623,6
MET,g624,6
CCNE2,g625,6
CDKN1B,g626,6
CENPF,g627,6
TGIF2,g628,6
GAS1,g629,6
HLA-G,g630,6
CD274,g631,6
CD151,g632,6
P2RX7,g633,6
MUC4,g634,6
CXCR4,g635,6
NOTCH3,g636,6
FLT3,g637,6
EP300,g638,6
SRCIN1,g639,6
CBL,g640,6
COL4A4,g641,6
CISH,g642,6
CCR6,g643,6
SSSCA1,g644,6
STAT5B,g645,6
POLD3,g646,6
PRKCA,g647,6
ARRB2,g648,6
ZNF350,g649,6
SLC2A1,g650,6
MBD2,g651,6
IL6R,g652,6
CDKN1C,g653,6
SNAI1,g654,6
ADCY6,g655,6
HTR1B,g656,6
PRMT5,g657,6
REV1,g658,6
SCARB1,g659,6
ALK,g660,6
SNAI2,g661,6
SLC1A1,g662,6
SLC6A6,g663,6
IARS,g664,6
TRIB3,g665,6
SYCP1,g666,6
PTPN9,g667,6
TIMP1,g668,6
GDNF,g669,6
NKIRAS2,g670,6
NF2,g671,6
UHRF2,g672,6
IGF2,g673,6
EWSR1,g674,6
CCR7,g675,6
HAS2,g676,6
RRM2,g677,6
UHRF1,g678,6
PAK1,g679,6
RAB40C,g680,6
ARG2,g681,6
TGFBR3,g682,6
PARP1,g683,6
PKM,g684,6
MAP4K4,g685,6
CAT,g686,6
ATG12,g687,6
BECN1,g688,6
SIX1,g689,6
BCL9,g690,6
PDGFRB,g691,6
EIF2S1,g692,6
EIF5A2,g693,6
RASAL2,g694,6
UBE2I,g695,6
VIM,g696,6
TWF1,g697,6
MTA1,g698,6
IL11,g699,6
DDIT4,g700,6
IDH1,g701,6
RFX6,g702,6
MTTP,g703,6
CAMK2D,g704,6
IER2,g705,6
CDC42,g706,6
FASN,g707,6
RARG,g708,6
TSC22D3,g709,6
FGF9,g710,6
NTM,g711,6
PFN1,g712,6
FOXF2,g713,6
FLOT1,g714,6
ZFAND4,g715,6
SATB2,g716,6
ARRDC3,g717,6
ATF1,g718,6
BARD1,g719,6
CREB5,g720,6
RAD17,g721,6
TP53BP1,g722,6
CHEK2,g723,6
SMARCD3,g724,6
TCEAL7,g725,6
LRRC4,g726,6
NDRG1,g727,6
ULBP2,g728,6
PDK4,g729,6
PLD1,g730,6
PCDH8,g731,6
NRN1,g732,6
ITGB1,g733,6
KIF2A,g734,6
EZR,g735,6
AKAP12,g736,6
EGR1,g737,6
IDH2,g738,6
LRP6,g739,6
DKK3,g740,6
NFIL3,g741,6
AANAT,g742,6
ZFPM1,g743,6
PPP2CB,g744,6
PTPA,g745,6
PCLAF,g746,6
UVRAG,g747,6
SPAG9,g748,6
ICAM1,g749,6
WNK1,g750,6
KEAP1,g751,6
CDH1,g752,6
CYP1B1,g753,6
TNFSF11,g754,6
NR3C1,g755,6
HSF2,g756,6
ATM,g757,6
CDK19,g758,6
PIAS3,g759,6
TBPL1,g760,6
SDC4,g761,6
STK4,g762,6
BCL2L10,g763,6
FCGR2B,g764,6
NEO1,g765,6
IRF2,g766,6
NR1I2,g767,6
BTG1,g768,6
TIA1,g769,6
FGFR2,g770,6
BNIP2,g771,6
KIT,g772,6
EGLN3,g773,6
PPARG,g774,6
BAMBI,g775,6
CRIM1,g776,6
MAP2K3,g777,6
ARHGAP12,g778,6
TSG101,g779,6
LIMK1,g780,6
PHLPP2,g781,6
GJA1,g782,6
DUSP2,g783,6
SMAD7,g784,6
MAP3K5,g785,6
ATG16L1,g786,6
ANKH,g787,6
REST,g788,6
PRKG1,g789,6
RGS5,g790,6
PKD1,g791,6
RUNX3,g792,6
RB1CC1,g793,6
NFKBIB,g794,6
KIF26B,g795,6
TIMP2,g796,6
Vegfa,g797,6
KLF2,g798,6
PROM1,g799,6
GRM7,g800,6
JAG1,g801,6
DLL1,g802,6
VAMP2,g803,6
SIRT1,g804,6
HNF4A,g805,6
YY1,g806,6
MAGEA12,g807,6
MAGEA6,g808,6
MAGEA3,g809,6
MAGEA2,g810,6
MDM4,g811,6
MAP2K1,g812,6
NOTCH2,g813,6
FOXP1,g814,6
ZAP70,g815,6
PDGFRA,g816,6
IMPA1,g817,6
IMPDH2,g818,6
SYT1,g819,6
STX1A,g820,6
FOSL1,g821,6
EPHA5,g822,6
AXL,g823,6
CCL22,g824,6
KLB,g825,6
PPP1R10,g826,6
BMP7,g827,6
ACSL4,g828,6
MTA2,g829,6
LEF1,g830,6
ACSL1,g831,6
IGF2BP3,g832,6
LDHA,g833,6
HDAC1,g834,6
CDKN2C,g835,6
CD24,g836,6
AR,g837,6
NAMPT,g838,6
SRC,g839,6
PCBP2,g840,6
KDM4A,g841,6
KCNH1,g842,6
INHBB,g843,6
L1CAM,g844,6
ARHGDIB,g845,6
CYBB,g846,6
DGUOK,g847,6
GALNT7,g848,6
FUT8,g849,6
TCF7,g850,6
GFRA3,g851,6
KLF12,g852,6
ANK3,g853,6
CACNB3,g854,6
ATP5S,g855,6
ATG4A,g856,6
ATG4B,g857,6
ATG4C,g858,6
ATG4D,g859,6
ATG5,g860,6
ATG7,g861,6
STMN1,g862,6
TREM2,g863,6
KCNH2,g864,6
FLOT2,g865,6
HNF4G,g866,6
RBP2,g867,6
NLRC5,g868,6
Crtc1,g869,6
PAM,g870,6
SIRT6,g871,6
FKBP1B,g872,6
PRKD1,g873,6
AIP,g874,6
NR4A2,g875,6
GDF5,g876,6
PPP1CC,g877,6
RCAN1,g878,6
HMGB1,g879,6
HOXB7,g880,6
EFEMP1,g881,6
NRP1,g882,6
SPRY1,g883,6
LPAR1,g884,6
SMR3B,g885,6
CFB,g886,6
WNK4,g887,6
HGS,g888,6
SCRIB,g889,6
BBC3,g890,6
CDX1,g891,6
PIN1,g892,6
S100B,g893,6
CASP8,g894,6
NGFR,g895,6
GNAI2,g896,6
GPR78,g897,6
KPNB1,g898,6
ATG2B,g899,6
BNIP3L,g900,6
PIK3R2,g901,6
LIMS1,g902,6
PPP1R14C,g903,6
SMO,g904,6
GLI1,g905,6
MTFR1,g906,6
EFEMP2,g907,6
LIF,g908,6
BTK,g909,6
TAP1,g910,6
ZFP36,g911,6
TERT,g912,6
BRMS1,g913,6
TFF1,g914,6
FAM3A,g915,6
FIS1,g916,6
ARHGAP5,g917,6
OLFM4,g918,6
DOCK3,g919,6
FBN1,g920,6
CIT,g921,6
NRP2,g922,6
CLDN10,g923,6
TAX1BP1,g924,6
OTUD7B,g925,6
FOXN1,g926,6
LGALS3BP,g927,6
RAB24,g928,6
TRIM33,g929,6
DOHH,g930,6
EPSTI1,g931,6
JUNB,g932,6
JUND,g933,6
HSPG2,g934,6
CDK1,g935,6
PIK3CD,g936,6
EEF1A2,g937,6
MYL9,g938,6
PLOD3,g939,6
FGFR3,g940,6
CAPNS1,g941,6
MTMR3,g942,6
SMARCA5,g943,6
FKBP5,g944,6
CTDSPL,g945,6
NOX4,g946,6
HES1,g947,6
LAMC2,g948,6
DDR1,g949,6
SETD2,g950,6
GRB10,g951,6
TAF9B,g952,6
NLK,g953,6
CCNL1,g954,6
ITGA3,g955,6
SUFU,g956,6
TUSC2,g957,6
NODAL,g958,6
BSG,g959,6
YWHAZ,g960,6
MIF,g961,6
CAB39,g962,6
ABCB1,g963,6
RAB14,g964,6
TMED7,g965,6
CPNE3,g966,6
RAB5A,g967,6
DCBLD2,g968,6
IKBKB,g969,6
ADAM10,g970,6
